City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Ahipara,NZ,2022-04-16 12:35:07,-35.1667,173.1667,63.63,87,87,7.74
379,Coolum Beach,AU,2022-04-16 12:35:07,-26.5333,153.1,66.22,89,98,11.68
380,Santo Estevao,BR,2022-04-16 12:35:07,-12.4303,-39.2514,84.54,65,82,4.5
381,Palmer,US,2022-04-16 12:31:33,42.1584,-72.3287,55.81,45,100,14.97
382,Asau,RO,2022-04-16 12:35:08,46.4333,26.4,58.28,83,100,2.95
383,Taoudenni,ML,2022-04-16 12:35:08,22.6783,-3.9836,91.38,11,0,13.53
384,Nurota,UZ,2022-04-16 12:35:08,40.5614,65.6886,82.94,18,43,9.93
385,Muroto,JP,2022-04-16 12:35:09,33.2833,134.15,57.43,56,100,13.0
386,Chokurdakh,RU,2022-04-16 12:35:09,70.6333,147.9167,-9.81,100,98,2.77
387,Nelson Bay,AU,2022-04-16 12:35:09,-32.7167,152.15,69.01,88,0,5.37
388,Tazovskiy,RU,2022-04-16 12:35:10,67.4667,78.7,20.7,94,100,8.21
389,Palu,ID,2022-04-16 12:35:10,-0.8917,119.8707,76.82,97,100,1.92
390,Santa Isabel,BR,2022-04-16 12:33:30,-23.3156,-46.2214,62.31,68,21,5.26
391,Adrar,MR,2022-04-16 12:35:10,20.5022,-10.0711,96.21,7,0,13.96
392,Markala,ML,2022-04-16 12:35:11,13.7021,-6.0659,103.33,15,91,16.17
393,Kropotkin,RU,2022-04-16 12:35:11,45.4375,40.5756,64.36,46,25,3.76
394,Dunedin,NZ,2022-04-16 12:30:41,-45.8742,170.5036,52.81,66,24,10.0
395,Teluk Nibung,ID,2022-04-16 12:35:12,3.001,99.8164,80.06,87,99,4.32
396,Cape Coast,GH,2022-04-16 12:35:12,5.1053,-1.2466,82.67,73,100,2.04
397,Northam,GB,2022-04-16 12:35:12,51.0333,-4.2167,66.25,71,100,10.2
398,Tingi,TZ,2022-04-16 12:35:13,-11.3,35.0333,72.01,78,85,3.06
399,Carballo,ES,2022-04-16 12:35:13,43.213,-8.691,71.02,48,86,4.81
400,Kintampo,GH,2022-04-16 12:35:13,8.0563,-1.7306,75.34,71,100,3.8
401,Soe,ID,2022-04-16 12:35:14,-9.8607,124.284,66.81,94,100,4.18
402,Tateyama,JP,2022-04-16 12:35:14,34.9833,139.8667,54.1,76,47,12.86
403,Skorodnoye,RU,2022-04-16 12:35:14,51.071,37.2276,58.24,63,100,14.56
404,Necochea,AR,2022-04-16 12:35:15,-38.5473,-58.7368,59.58,66,45,10.49
405,Aksarka,RU,2022-04-16 12:35:15,66.5606,67.7975,21.58,90,100,5.86
406,Svetlaya,RU,2022-04-16 12:35:15,46.5389,138.3297,36.95,92,95,5.26
407,Koungou,YT,2022-04-16 12:35:16,-12.7336,45.2042,91.11,66,0,8.05
408,Kahului,US,2022-04-16 12:35:16,20.8947,-156.47,73.42,87,20,14.97
409,Saskylakh,RU,2022-04-16 12:35:16,71.9167,114.0833,9.91,94,100,12.15
410,Halifax,CA,2022-04-16 12:35:13,44.6453,-63.5724,51.53,81,18,11.5
411,Evans,US,2022-04-16 12:35:17,33.5337,-82.1307,60.04,71,100,3.8
412,Salvador,SV,2022-04-16 12:32:00,13.8333,-88.9167,73.8,82,100,0.69
413,Cap Malheureux,MU,2022-04-16 12:35:17,-19.9842,57.6142,80.47,76,7,8.99
414,Kurilsk,RU,2022-04-16 12:32:19,45.2333,147.8833,30.56,88,71,14.99
415,Ginir,ET,2022-04-16 12:35:18,7.1333,40.7,72.7,51,100,5.17
416,Tuatapere,NZ,2022-04-16 12:35:18,-46.1333,167.6833,45.66,79,78,2.59
417,Harper,LR,2022-04-16 12:36:18,4.375,-7.7169,83.44,74,99,5.79
418,Buchanan,LR,2022-04-16 12:36:19,5.8808,-10.0467,83.39,75,99,7.65
419,Aldan,RU,2022-04-16 12:36:19,58.6031,125.3894,16.0,91,100,3.44
420,Grootfontein,NA,2022-04-16 12:36:19,-19.5667,18.1167,80.17,41,74,2.3
421,Tura,IN,2022-04-16 12:36:20,25.5198,90.2201,73.62,69,0,13.76
422,Maragogi,BR,2022-04-16 12:36:20,-9.0122,-35.2225,86.59,65,26,10.47
423,Port Pirie,AU,2022-04-16 12:36:20,-33.1833,138.0167,71.69,36,2,12.66
424,Znamenka,RU,2022-04-16 12:36:21,52.4167,41.4311,61.29,54,100,17.2
425,Caravelas,BR,2022-04-16 12:36:21,-17.7125,-39.2481,78.67,71,100,11.1
426,Kieta,PG,2022-04-16 12:36:21,-6.2167,155.6333,79.23,85,100,0.22
427,Darhan,MN,2022-04-16 12:36:22,49.4867,105.9228,48.07,36,99,6.4
428,Khatanga,RU,2022-04-16 12:36:22,71.9667,102.5,21.97,97,99,3.09
429,Garmsar,IR,2022-04-16 12:36:22,35.2182,52.3409,73.0,31,78,3.36
430,Makarov,RU,2022-04-16 12:36:23,48.6333,142.8,30.6,93,50,2.51
431,Batemans Bay,AU,2022-04-16 12:36:23,-35.7167,150.1833,64.09,93,2,4.27
432,Taksimo,RU,2022-04-16 12:36:23,56.3444,114.8794,22.82,78,85,1.41
433,Nouadhibou,MR,2022-04-16 12:36:24,20.931,-17.0347,66.18,82,75,14.97
434,Soroti,UG,2022-04-16 12:36:24,1.7146,33.6111,72.46,72,100,9.13
435,Jurm,AF,2022-04-16 12:36:24,36.8648,70.8342,70.09,23,100,5.68
436,Kaohsiung,TW,2022-04-16 12:33:02,22.6163,120.3133,77.04,70,75,6.91
437,Pangoa,PE,2022-04-16 12:36:25,-12.1167,-73.0,70.74,83,100,1.05
438,Lublin,PL,2022-04-16 12:36:11,51.0,23.0,45.99,60,88,18.16
439,Bud,US,2022-04-16 12:36:25,39.447,-86.1758,50.47,77,100,6.2
440,Virginia Beach,US,2022-04-16 12:36:26,36.8529,-75.978,58.01,76,100,1.99
441,Bocaiuva,BR,2022-04-16 12:36:26,-17.1078,-43.815,73.11,61,41,7.61
442,Miraflores,MX,2022-04-16 12:36:26,19.2167,-98.8083,66.02,72,12,2.46
443,Saint-Pierre,RE,2022-04-16 12:36:27,-21.3393,55.4781,82.29,66,100,11.5
444,Talaya,RU,2022-04-16 12:36:27,61.3833,152.75,-2.16,100,99,2.13
445,North Bend,US,2022-04-16 12:36:27,43.4065,-124.2243,44.08,96,100,6.91
446,Hualmay,PE,2022-04-16 12:36:28,-11.0964,-77.6139,67.23,82,61,8.1
447,Morki,RU,2022-04-16 12:36:28,56.4303,48.9947,36.32,74,100,5.28
448,Bundaberg,AU,2022-04-16 12:32:14,-24.85,152.35,68.29,76,100,6.91
449,Muscat,OM,2022-04-16 12:36:28,23.6139,58.5922,96.82,39,3,2.33
450,Sao Gabriel Da Cachoeira,BR,2022-04-16 12:32:35,-0.1303,-67.0892,75.0,94,40,4.61
451,Vestmannaeyjar,IS,2022-04-16 12:36:29,63.4427,-20.2734,47.39,100,100,13.8
452,Acapulco,MX,2022-04-16 12:32:35,16.8634,-99.8901,75.02,73,40,0.0
453,Caorle,IT,2022-04-16 12:36:29,45.5966,12.8758,69.76,46,89,18.05
454,Port Augusta,AU,2022-04-16 12:36:29,-32.5,137.7667,74.19,33,0,8.55
455,Honiara,SB,2022-04-16 12:36:30,-9.4333,159.95,78.12,86,100,2.46
456,Bambanglipuro,ID,2022-04-16 12:36:30,-7.95,110.2833,79.23,86,30,4.83
457,Broken Hill,AU,2022-04-16 12:36:30,-31.95,141.4333,67.71,37,0,6.91
458,Vasudevanallur,IN,2022-04-16 12:36:31,9.2333,77.4167,86.63,66,44,10.22
459,Cloppenburg,DE,2022-04-16 12:36:31,52.85,8.0333,58.69,44,16,11.45
460,Nishihara,JP,2022-04-16 12:36:32,26.1842,127.7558,67.28,64,75,14.97
461,Ambilobe,MG,2022-04-16 12:36:32,-13.2,49.05,85.42,66,44,4.83
462,Cuamba,MZ,2022-04-16 12:37:32,-14.8031,36.5372,81.41,68,90,4.09
463,Linqiong,CN,2022-04-16 12:37:33,30.4159,103.4609,53.42,88,100,2.59
464,Vanimo,PG,2022-04-16 12:37:33,-2.6741,141.3028,79.16,86,60,4.07
465,Derzhavinsk,KZ,2022-04-16 12:37:33,51.1,66.3167,56.03,47,100,10.98
466,Avera,US,2022-04-16 12:37:33,33.194,-82.5271,56.71,91,100,5.79
467,Wanning,CN,2022-04-16 12:37:34,18.8003,110.3967,75.94,89,3,6.35
468,Chimichagua,CO,2022-04-16 12:37:34,9.2578,-73.8123,81.41,78,95,2.33
469,Gimli,CA,2022-04-16 12:37:34,50.6336,-96.9907,12.22,62,100,9.22
470,Lukovetskiy,RU,2022-04-16 12:37:35,64.2956,41.9211,34.5,72,100,5.37
471,Yerbogachen,RU,2022-04-16 12:37:35,61.2767,108.0108,32.36,98,100,7.23
472,Sitio Novo Do Tocantins,BR,2022-04-16 12:37:35,-5.5183,-47.4611,80.53,89,75,5.75
473,Alamosa,US,2022-04-16 12:37:36,37.4695,-105.87,24.78,58,0,3.44
474,Gazli,UZ,2022-04-16 12:37:36,40.1333,63.45,80.82,23,100,21.74
475,Nueve De Julio,AR,2022-04-16 12:37:36,-35.4444,-60.8831,60.49,55,2,6.49
476,Trairi,BR,2022-04-16 12:37:37,-3.2778,-39.2689,81.14,84,100,5.08
477,Laredo,US,2022-04-16 12:37:37,27.5064,-99.5075,75.49,83,100,9.22
478,Duncan,US,2022-04-16 12:37:37,34.5023,-97.9578,58.89,63,100,23.02
479,Sisimiut,GL,2022-04-16 12:37:38,66.9395,-53.6735,18.48,49,0,8.77
480,Farah,AF,2022-04-16 12:37:38,32.5,62.5,85.93,14,94,12.86
481,Haines Junction,CA,2022-04-16 12:37:38,60.7522,-137.5108,15.75,79,100,1.14
482,Lamu,KE,2022-04-16 12:37:39,-2.2717,40.902,88.02,70,100,16.55
483,Fasa,IR,2022-04-16 12:37:39,28.9383,53.6482,85.24,15,40,18.41
484,Verkhoyansk,RU,2022-04-16 12:37:39,67.5447,133.385,0.95,97,85,1.23
485,Oussouye,SN,2022-04-16 12:37:40,12.485,-16.5469,86.18,24,11,8.59
486,Kumphawapi,TH,2022-04-16 12:37:40,17.1087,103.0149,87.69,54,0,11.01
487,Uruzgan,AF,2022-04-16 12:37:40,32.8333,66.0,78.04,14,100,14.16
488,Sault Sainte Marie,CA,2022-04-16 12:37:41,46.5168,-84.3333,28.69,73,100,17.27
489,Dandong,CN,2022-04-16 12:33:39,40.1292,124.3947,52.54,43,0,0.78
490,Labuhan,ID,2022-04-16 12:37:41,-6.8844,112.2051,82.15,74,34,2.82
491,Balsas,BR,2022-04-16 12:37:41,-7.5325,-46.0356,82.17,74,7,4.59
492,Bathsheba,BB,2022-04-16 12:37:42,13.2167,-59.5167,83.01,69,40,23.02
493,Verkhneyarkeyevo,RU,2022-04-16 12:37:42,55.4505,54.3145,37.81,67,95,7.36
494,Lhokseumawe,ID,2022-04-16 12:37:42,5.1801,97.1507,82.09,76,100,5.93
495,Clyde River,CA,2022-04-16 12:37:43,70.4692,-68.5914,-10.97,84,100,4.61
496,Nizhniy Kuranakh,RU,2022-04-16 12:37:43,58.8353,125.4869,20.08,93,100,2.15
497,Fortuna,US,2022-04-16 12:37:43,40.5982,-124.1573,42.66,96,100,6.91
498,Trinidad,BO,2022-04-16 12:37:44,-14.8333,-64.9,71.58,78,75,3.44
499,Narimanov,RU,2022-04-16 12:37:44,46.6927,47.8498,65.95,32,84,7.76
500,Ubrique,ES,2022-04-16 12:37:44,36.6778,-5.446,76.87,44,0,2.39
501,Arlit,NE,2022-04-16 12:37:45,18.7369,7.3853,93.87,8,100,15.61
502,Samarai,PG,2022-04-16 12:37:45,-10.6167,150.6667,82.45,77,100,8.03
503,Ulety,RU,2022-04-16 12:37:45,51.3572,112.4849,36.77,71,71,4.07
504,Axim,GH,2022-04-16 12:37:46,4.8699,-2.2405,81.59,79,100,5.3
505,Hirara,JP,2022-04-16 12:37:46,24.8,125.2833,71.04,64,76,21.65
506,Upata,VE,2022-04-16 12:37:46,8.0086,-62.3989,80.33,59,100,8.97
507,Sumbe,AO,2022-04-16 12:37:47,-11.2061,13.8437,82.22,77,99,8.7
508,Itoman,JP,2022-04-16 12:37:47,26.1247,127.6694,68.02,62,75,14.97
509,Lorengau,PG,2022-04-16 12:37:47,-2.0226,147.2712,81.36,80,83,5.06
510,Ranot,TH,2022-04-16 12:38:48,7.7777,100.3213,84.42,73,89,3.53
511,Cordeiro,BR,2022-04-16 12:38:48,-22.0286,-42.3608,70.77,63,2,2.04
512,Tabas,IR,2022-04-16 12:38:48,33.5959,56.9244,89.85,12,3,8.03
513,Beidao,CN,2022-04-16 12:38:49,34.5686,105.8933,47.41,75,100,2.73
514,Katangli,RU,2022-04-16 12:38:49,51.7102,143.2326,28.58,87,100,14.9
515,Abha,SA,2022-04-16 12:38:49,18.2164,42.5053,77.25,21,20,11.5
516,Gigmoto,PH,2022-04-16 12:38:50,13.7796,124.39,78.67,80,8,4.56
517,Lasa,IT,2022-04-16 12:38:50,46.6166,10.7002,64.69,60,14,7.76
518,Boddam,GB,2022-04-16 12:38:50,57.4667,-1.7833,58.42,94,100,21.85
519,La Rioja,ES,2022-04-16 12:36:52,42.25,-2.5,64.18,46,0,13.44
520,Kushiro,JP,2022-04-16 12:38:51,42.975,144.3747,34.23,79,2,2.26
521,Kloulklubed,PW,2022-04-16 12:38:51,7.0419,134.2556,77.5,72,100,3.22
522,Faanui,PF,2022-04-16 12:38:51,-16.4833,-151.75,81.45,71,0,16.75
523,Mayo,US,2022-04-16 12:38:52,38.8876,-76.5119,61.95,46,0,9.22
524,Kavaratti,IN,2022-04-16 12:38:52,10.5669,72.642,84.81,72,30,5.5
525,Ararat,AM,2022-04-16 12:38:52,39.8317,44.7049,68.34,29,92,4.94
526,Shishou,CN,2022-04-16 12:38:53,29.7226,112.419,51.42,84,100,3.22
527,Ushibuka,JP,2022-04-16 12:38:53,32.1906,130.0228,58.23,57,100,10.2
528,Zhucheng,CN,2022-04-16 12:38:53,35.9947,119.3975,54.97,27,100,6.58
529,Rocafuerte,EC,2022-04-16 12:38:54,-0.9167,-80.4333,73.27,88,100,1.72
530,Santa Cruz,BO,2022-04-16 12:38:54,-17.8,-63.1667,69.85,52,75,12.66
531,Camacha,PT,2022-04-16 12:38:54,33.0833,-16.3333,63.82,72,20,17.27
532,Finnsnes,NO,2022-04-16 12:38:55,69.2296,17.9811,45.21,96,100,6.73
533,Takoradi,GH,2022-04-16 12:38:55,4.8845,-1.7554,85.06,70,99,2.86
534,Manggar,ID,2022-04-16 12:38:55,-2.8833,108.2667,82.63,73,65,6.06
535,Tacuarembo,UY,2022-04-16 12:38:56,-31.7333,-55.9833,60.76,68,0,4.74
536,Komsomolskiy,UZ,2022-04-16 12:38:56,40.4272,71.7189,84.92,14,52,4.61
537,Shar,KZ,2022-04-16 12:38:56,49.5886,81.0453,59.25,27,0,9.53
538,Salinopolis,BR,2022-04-16 12:38:57,-0.6136,-47.3561,80.11,85,71,6.29
539,Khasan,RU,2022-04-16 12:38:57,42.4308,130.6434,51.64,44,75,8.28
540,Egvekinot,RU,2022-04-16 12:38:57,66.3167,-179.1667,11.44,92,100,15.66
541,Soverato,IT,2022-04-16 12:38:58,38.685,16.5499,69.15,47,56,7.18
542,Ketchikan,US,2022-04-16 12:36:42,55.3422,-131.6461,33.78,80,0,0.0
543,Bubaque,GW,2022-04-16 12:38:58,11.2833,-15.8333,76.1,57,11,4.54
544,Puerto Madryn,AR,2022-04-16 12:38:59,-42.7692,-65.0385,60.66,60,5,15.59
545,Tinskoy,RU,2022-04-16 12:38:59,56.1525,96.9161,41.58,94,100,4.32
546,Malakal,SS,2022-04-16 12:38:59,9.5334,31.6605,94.77,32,100,8.84
547,Aasiaat,GL,2022-04-16 12:38:59,68.7098,-52.8699,1.83,94,84,1.41
548,Ulaangom,MN,2022-04-16 12:39:00,49.9811,92.0667,44.98,33,0,2.93
549,Ust-Omchug,RU,2022-04-16 12:39:00,61.15,149.6333,-4.56,100,56,2.21
550,Bayan,CN,2022-04-16 12:39:01,46.0833,127.4,43.41,25,24,1.99
551,Mount Pleasant,US,2022-04-16 12:38:46,32.7941,-79.8626,64.99,95,40,0.0
552,Praia Da Vitoria,PT,2022-04-16 12:39:01,38.7333,-27.0667,62.76,82,20,5.19
553,Sarkand,KZ,2022-04-16 12:39:01,45.41,79.9186,62.94,26,0,2.98
554,Padang,ID,2022-04-16 12:39:02,-0.9492,100.3543,84.25,84,54,1.63
555,Yamada,JP,2022-04-16 12:40:02,39.4667,141.95,39.33,90,0,6.06
556,Plainview,US,2022-04-16 12:39:02,40.7765,-73.4673,57.67,64,0,13.8
557,Port Blair,IN,2022-04-16 12:40:03,11.6667,92.75,86.04,70,40,5.75
558,Saint Anthony,US,2022-04-16 12:40:03,45.0205,-93.218,26.92,73,100,16.11
559,Malanje,AO,2022-04-16 12:40:04,-9.5402,16.341,80.98,89,75,4.61
560,Tupik,RU,2022-04-16 12:40:04,54.4253,119.9327,20.03,73,18,2.93
561,Tessalit,ML,2022-04-16 12:40:04,20.1986,1.0114,85.86,10,59,16.51
562,Lyuban,BY,2022-04-16 12:40:05,52.7985,28.0048,44.85,51,100,13.98
563,Utete,TZ,2022-04-16 12:40:05,-7.986,38.758,81.72,90,100,5.03
564,Doha,QA,2022-04-16 12:35:50,25.2867,51.5333,100.71,22,100,11.5
565,Pahrump,US,2022-04-16 12:40:05,36.2083,-115.9839,60.31,34,67,13.0
566,Mananjary,MG,2022-04-16 12:40:06,-21.2167,48.3333,79.68,75,71,7.52
567,Konde,TZ,2022-04-16 12:40:06,-4.95,39.75,74.66,92,100,7.45
568,Mayor Pablo Lagerenza,PY,2022-04-16 12:40:07,-19.9309,-60.7718,72.41,41,73,5.39
